"","Stationnumber","date","weekday","RidesOut","RidesIn","Rideoutminusin","Name","Latitude","Longitude","Total.docks"
"268","30060",2017-11-03,"Fri",5,3,2,"Nicollet & Franklin",44.96342,-93.277939,23
"269","30127",2017-11-03,"Fri",4,4,0,"Landmark Plaza",44.945267,-93.096114,15
"270","30035",2017-11-03,"Fri",4,3,1,"Loring Park",44.9715,-93.284927,15
"271","30031",2017-11-03,"Fri",4,7,-3,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"272","30012",2017-11-03,"Fri",3,3,0,"Mpls Convention Center",44.970041,-93.275861,19
"273","30088",2017-11-03,"Fri",9,7,2,"6th Ave SE & University Ave",44.983281,-93.24812,27
"274","30180",2017-11-03,"Fri",3,1,2,"3rd Street N & 8th Ave N",44.987996,-93.279854,19
"275","30041",2017-11-03,"Fri",6,2,4,"Franklin & Portland",44.962846,-93.267526,15
"276","30070",2017-11-03,"Fri",1,1,0,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"277","30029",2017-11-03,"Fri",10,19,-9,"Hennepin County Government Center",44.976602,-93.266701,41
"278","30027",2017-11-03,"Fri",9,10,-1,"4th Street S & 19th Ave",44.97003,-93.24519,19
"279","30020",2017-11-03,"Fri",2,2,0,"YWCA Uptown",44.95131,-93.29853,19
"280","30030",2017-11-03,"Fri",13,14,-1,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"281","30130",2017-11-03,"Fri",4,4,0,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"282","30032",2017-11-03,"Fri",7,6,1,"4th Street & 17th Ave SE",44.97913,-93.23189,15
"283","30025",2017-11-03,"Fri",7,16,-9,"Williamson Hall",44.977406,-93.234911,25
"284","30083",2017-11-03,"Fri",1,0,1,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"285","30139",2017-11-03,"Fri",1,0,1,"E 14th Street & N Robert Street ",44.954697,-93.097817,15
"286","30051",2017-11-03,"Fri",6,4,2,"7th Street & 4th Ave S",44.97497,-93.266684,15
"287","30016",2017-11-03,"Fri",4,2,2,"Walker Art Center",44.96710368,-93.2890749,23
"288","30039",2017-11-03,"Fri",6,9,-3,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"289","30014",2017-11-03,"Fri",4,2,2,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"290","30002",2017-11-03,"Fri",2,4,-2,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"291","30089",2017-11-03,"Fri",2,3,-1,"Lake Calhoun Center",44.94846717,-93.31729442,27
"292","30053",2017-11-03,"Fri",1,3,-2,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"293","30065",2017-11-03,"Fri",1,1,0,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"294","30154",2017-11-03,"Fri",2,1,1,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"295","30017",2017-11-03,"Fri",4,4,0,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"296","30058",2017-11-03,"Fri",2,3,-1,"Elliot Hall",44.97685,-93.23818,15
"297","30055",2017-11-03,"Fri",3,2,1,"Malcolm Ave SE & 5th Street SE",44.97337143,-93.21126401,24
"298","30131",2017-11-03,"Fri",1,3,-2,"Harriet Island",44.93768,-93.094532,19
"299","30109",2017-11-03,"Fri",1,2,-1,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,19
"300","30061",2017-11-03,"Fri",2,3,-1,"W 31st Street & Hennepin Ave S",44.946687,-93.29736,19
"301","30163",2017-11-03,"Fri",2,1,1,"38th Street Light Rail Station",44.93434,-93.229338,15
"302","30033",2017-11-03,"Fri",2,1,1,"Franklin & 11th Ave",44.96251,-93.2583,15
"303","30005",2017-11-03,"Fri",3,3,0,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"304","30111",2017-11-03,"Fri",1,2,-1,"Hamline Ave N & University Ave",44.9559764,-93.15670252,15
"305","30107",2017-11-03,"Fri",1,2,-1,"Dale Street N & University Ave",44.956066,-93.126088,15
"306","30137",2017-11-03,"Fri",2,1,1,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"307","30085",2017-11-03,"Fri",1,1,0,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"308","30122",2017-11-03,"Fri",2,4,-2,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"309","30160",2017-11-03,"Fri",2,1,1,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"310","30106",2017-11-03,"Fri",1,0,1,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"311","30018",2017-11-03,"Fri",3,5,-2,"MCAD",44.957214,-93.274981,17
"312","30094",2017-11-03,"Fri",3,0,3,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"313","30044",2017-11-03,"Fri",2,2,0,"26th Street & Hennepin",44.9554734,-93.29714298,15
"314","30028",2017-11-03,"Fri",8,4,4,"Washington & Marquette",44.98087361,-93.26692522,19
"315","30000",2017-11-03,"Fri",5,3,2,"100 Main Street SE",44.984892,-93.256551,27
"316","30140",2017-11-03,"Fri",1,0,1,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"317","30074",2017-11-03,"Fri",5,5,0,"27th Ave SE & University Ave",44.97259,-93.218919,15
"318","30147",2017-11-03,"Fri",1,1,0,"Lake Street & West River Parkway",44.948452,-93.206201,15
"319","30157",2017-11-03,"Fri",1,1,0,"Lake Harriet Bandshell",44.92936,-93.30713,25
"320","30117",2017-11-03,"Fri",2,4,-2,"10th Street E & Cedar Street",44.950189,-93.09759,15
"321","30190",2017-11-03,"Fri",2,3,-1,"7th Street SE & 10th Ave SE",44.985576,-93.238743,15
"322","30188",2017-11-03,"Fri",2,4,-2,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"323","30073",2017-11-03,"Fri",1,2,-1,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"324","30149",2017-11-03,"Fri",1,0,1,"Minnehaha Park",44.916906,-93.213587,27
"325","30192",2017-11-03,"Fri",2,0,2,"Cooke Hall",44.976303,-93.230029,15
"326","30177",2017-11-03,"Fri",1,0,1,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"327","30091",2017-11-03,"Fri",4,9,-5,"Gateway Park",44.9825943,-93.2675139,19
"328","30038",2017-11-03,"Fri",1,1,0,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
"329","30170",2017-11-03,"Fri",2,3,-1,"Nicollet Island",44.985388,-93.26145,15
"330","30056",2017-11-03,"Fri",1,2,-1,"Target Field Station",44.98412539,-93.27903807,19
"331","30001",2017-11-03,"Fri",2,1,1,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"332","30045",2017-11-03,"Fri",4,1,3,"Franklin & 28th Ave",44.962701,-93.230893,19
"333","30003",2017-11-03,"Fri",1,1,0,"Plymouth Ave N &  N Oliver Ave",44.991412,-93.306269,15
"334","30052",2017-11-03,"Fri",1,0,1,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"335","30090",2017-11-03,"Fri",3,2,1,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"336","30046",2017-11-03,"Fri",2,2,0,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"337","30179",2017-11-03,"Fri",2,5,-3,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"338","30037",2017-11-03,"Fri",3,1,2,"Currie Park",44.969225,-93.251136,15
"339","30059",2017-11-03,"Fri",1,0,1,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"340","30013",2017-11-03,"Fri",1,1,0,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"341","30082",2017-11-03,"Fri",1,0,1,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"342","30099",2017-11-03,"Fri",1,0,1,"Kowalski's Market",44.94010259,-93.15315127,15
"343","30185",2017-11-03,"Fri",2,0,2,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"344","30064",2017-11-03,"Fri",1,0,1,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"345","30049",2017-11-03,"Fri",1,0,1,"Nicollet Ave & W 37th Street",44.93531794,-93.27807784,15
"346","30077",2017-11-03,"Fri",1,0,1,"Fairview Ave & University Ave",44.95665,-93.17706,15
"347","30004",2017-11-02,"Thu",4,4,0,"11th Street & Hennepin",44.97534,-93.27869,23
"348","30171",2017-11-02,"Thu",5,3,2,"SE 3rd Ave & University Ave SE",44.985465,-93.252102,15
"349","30182",2017-11-02,"Thu",7,7,0,"Sanford Hall",44.980831,-93.240282,23
"350","30000",2017-11-02,"Thu",2,2,0,"100 Main Street SE",44.984892,-93.256551,27
"351","30046",2017-11-02,"Thu",9,7,2,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"352","30064",2017-11-02,"Thu",2,0,2,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"353","30057",2017-11-02,"Thu",23,23,0,"McNamara Center",44.9743,-93.22854,19
"354","30031",2017-11-02,"Thu",5,7,-2,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"355","30050",2017-11-02,"Thu",6,8,-2,"2nd Ave S & S 3rd Street",44.97974,-93.26599,27
"356","30040",2017-11-02,"Thu",4,4,0,"11th Street & Marquette",44.97265,-93.27405,19
"357","30111",2017-11-02,"Thu",1,0,1,"Hamline Ave N & University Ave",44.9559764,-93.15670252,15
"358","30115",2017-11-02,"Thu",30,32,-2,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"359","30142",2017-11-02,"Thu",2,4,-2,"9th Street N & Hawthorne Ave",44.97731428,-93.27776134,27
"360","30197",2017-11-02,"Thu",12,11,1,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"361","30019",2017-11-02,"Thu",32,35,-3,"Social Sciences",44.97063898,-93.24355245,27
"362","30143",2017-11-02,"Thu",5,10,-5,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"363","30179",2017-11-02,"Thu",7,7,0,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"364","30045",2017-11-02,"Thu",5,6,-1,"Franklin & 28th Ave",44.962701,-93.230893,19
"365","30103",2017-11-02,"Thu",3,2,1,"Hague Ave & Dale Street",44.945736,-93.12661,15
"366","30032",2017-11-02,"Thu",11,6,5,"4th Street & 17th Ave SE",44.97913,-93.23189,15
"367","30009",2017-11-02,"Thu",13,12,1,"4th Street & 13th Ave SE",44.98102,-93.23746,27
"368","30015",2017-11-02,"Thu",7,6,1,"Washington & Cedar",44.97344,-93.24748,20
"369","30164",2017-11-02,"Thu",1,1,0,"Cleveland Ave S & Highland Parkway",44.919593,-93.187264,15
"370","30018",2017-11-02,"Thu",3,3,0,"MCAD",44.957214,-93.274981,17
"371","30183",2017-11-02,"Thu",30,23,7,"Weisman Art Museum",44.973607,-93.237254,19
"372","30008",2017-11-02,"Thu",6,4,2,"Midtown Exchange",44.94859,-93.2602,19
"373","30202",2017-11-02,"Thu",5,7,-2,"Mill City Quarter",44.9805,-93.2618,23
"374","30063",2017-11-02,"Thu",6,5,1,"Elliot Park",44.970553,-93.26079,15
"375","30039",2017-11-02,"Thu",8,2,6,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"376","30186",2017-11-02,"Thu",15,14,1,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"377","30002",2017-11-02,"Thu",3,0,3,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"378","30024",2017-11-02,"Thu",19,22,-3,"Coffman Union",44.973378,-93.234762,35
"379","30176",2017-11-02,"Thu",5,1,4,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"380","30096",2017-11-02,"Thu",1,1,0,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"381","30184",2017-11-02,"Thu",1,1,0,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"382","30043",2017-11-02,"Thu",1,2,-1,"Lake Street & Humboldt",44.94865,-93.30077,19
"383","30174",2017-11-02,"Thu",1,0,1,"Hiawatha Ave & E 50th Street",44.91294254,-93.21014017,15
"384","30034",2017-11-02,"Thu",12,11,1,"Oak Street Ramp",44.97202,-93.22697,23
"385","30196",2017-11-02,"Thu",5,6,-1,"Civil Engineering",44.976096,-93.231958,23
"386","30158",2017-11-02,"Thu",1,0,1,"Lake Street & Knox Ave S",44.9485,-93.305209,41
"387","30026",2017-11-02,"Thu",10,9,1,"Mayo Memorial Building",44.97209,-93.23206,25
"388","30089",2017-11-02,"Thu",3,6,-3,"Lake Calhoun Center",44.94846717,-93.31729442,27
"389","30093",2017-11-02,"Thu",7,8,-1,"West 15th Street & Willow",44.968237,-93.281991,23
"390","30074",2017-11-02,"Thu",12,7,5,"27th Ave SE & University Ave",44.97259,-93.218919,15
"391","30090",2017-11-02,"Thu",7,6,1,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"392","30101",2017-11-02,"Thu",3,1,2,"N Milton Street & Summit Ave",44.941599,-93.138832,15
"393","30195",2017-11-02,"Thu",22,17,5,"Willey Hall",44.972404,-93.242891,23
"394","30160",2017-11-02,"Thu",4,3,1,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"395","30042",2017-11-02,"Thu",10,8,2,"IDS Center",44.975641,-93.272185,23
"396","30011",2017-11-02,"Thu",11,5,6,"North 2nd Street & 4th Ave N",44.986087,-93.272459,19
"397","30056",2017-11-02,"Thu",2,1,1,"Target Field Station",44.98412539,-93.27903807,19
"398","30029",2017-11-02,"Thu",19,19,0,"Hennepin County Government Center",44.976602,-93.266701,41
"399","30048",2017-11-02,"Thu",3,5,-2,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"400","30188",2017-11-02,"Thu",7,5,2,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"401","30080",2017-11-02,"Thu",1,1,0,"Midtown YWCA",44.94823,-93.24054,15
"402","30076",2017-11-02,"Thu",2,1,1,"Carleton Street & University Ave ",44.963549,-93.195906,15
"403","30051",2017-11-02,"Thu",5,5,0,"7th Street & 4th Ave S",44.97497,-93.266684,15
"404","30038",2017-11-02,"Thu",3,4,-1,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
"405","30027",2017-11-02,"Thu",5,8,-3,"4th Street S & 19th Ave",44.97003,-93.24519,19
"406","30194",2017-11-02,"Thu",4,15,-11,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"407","30047",2017-11-02,"Thu",5,4,1,"University & Bank Street SE",44.98717,-93.25576,19
"408","30127",2017-11-02,"Thu",3,2,1,"Landmark Plaza",44.945267,-93.096114,15
"409","30187",2017-11-02,"Thu",5,6,-1,"Groveland Ave & Clifton Place",44.966145,-93.286294,19
"410","30091",2017-11-02,"Thu",11,8,3,"Gateway Park",44.9825943,-93.2675139,19
"411","30110",2017-11-02,"Thu",4,7,-3,"15th Ave SE & Como Ave SE",44.987517,-93.230469,19
"412","30181",2017-11-02,"Thu",4,1,3,"5th Ave N & 4th Street N",44.98446,-93.277234,23
"413","30163",2017-11-02,"Thu",1,0,1,"38th Street Light Rail Station",44.93434,-93.229338,15
"414","30041",2017-11-02,"Thu",3,4,-1,"Franklin & Portland",44.962846,-93.267526,15
"415","30070",2017-11-02,"Thu",1,0,1,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"416","30035",2017-11-02,"Thu",4,4,0,"Loring Park",44.9715,-93.284927,15
"417","30052",2017-11-02,"Thu",2,1,1,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"418","30154",2017-11-02,"Thu",5,7,-2,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"419","30016",2017-11-02,"Thu",2,3,-1,"Walker Art Center",44.96710368,-93.2890749,23
"420","30010",2017-11-02,"Thu",3,2,1,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"421","30053",2017-11-02,"Thu",2,5,-3,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"422","30006",2017-11-02,"Thu",4,5,-1,"YWCA Downtown",44.972217,-93.276435,23
"423","30180",2017-11-02,"Thu",1,3,-2,"3rd Street N & 8th Ave N",44.987996,-93.279854,19
"424","30020",2017-11-02,"Thu",2,2,0,"YWCA Uptown",44.95131,-93.29853,19
"425","30087",2017-11-02,"Thu",6,4,2,"Grant Street & Portland Ave",44.96954,-93.2669,15
"426","30130",2017-11-02,"Thu",1,3,-2,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"427","30007",2017-11-02,"Thu",4,2,2,"9th Street & 4th Ave",44.97265,-93.26872,19
"428","30081",2017-11-02,"Thu",1,4,-3,"East Lake Street & 36th Ave S",44.94826,-93.22106,15
"429","30113",2017-11-02,"Thu",2,1,1,"U of M St. Paul Student Center",44.984527,-93.185029,15
"430","30025",2017-11-02,"Thu",18,15,3,"Williamson Hall",44.977406,-93.234911,25
"431","30030",2017-11-02,"Thu",5,3,2,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"432","30058",2017-11-02,"Thu",9,8,1,"Elliot Hall",44.97685,-93.23818,15
"433","30118",2017-11-02,"Thu",1,1,0,"7th Place & Jackson Street",44.949433,-93.091207,15
"434","30125",2017-11-02,"Thu",1,2,-1,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"435","30191",2017-11-02,"Thu",4,1,3,"University Ave SE & Bedford Street SE",44.96876,-93.21003,15
"436","30023",2017-11-02,"Thu",2,2,0,"Chicago & 27th Street",44.95355,-93.26259,15
"437","30017",2017-11-02,"Thu",5,6,-1,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"438","30065",2017-11-02,"Thu",1,1,0,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"439","30106",2017-11-02,"Thu",1,1,0,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"440","30099",2017-11-02,"Thu",2,1,1,"Kowalski's Market",44.94010259,-93.15315127,15
"441","30092",2017-11-02,"Thu",2,4,-2,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"442","30161",2017-11-02,"Thu",2,1,1,"27th Ave S & Minnehaha Ave",44.947329,-93.233092,15
"443","30190",2017-11-02,"Thu",7,5,2,"7th Street SE & 10th Ave SE",44.985576,-93.238743,15
"444","30141",2017-11-02,"Thu",2,1,1,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"445","30013",2017-11-02,"Thu",4,3,1,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"446","30147",2017-11-02,"Thu",2,3,-1,"Lake Street & West River Parkway",44.948452,-93.206201,15
"447","30033",2017-11-02,"Thu",2,3,-1,"Franklin & 11th Ave",44.96251,-93.2583,15
"448","30148",2017-11-02,"Thu",1,1,0,"46th Street Light Rail Station",44.920466,-93.21953,15
"449","30088",2017-11-02,"Thu",13,14,-1,"6th Ave SE & University Ave",44.983281,-93.24812,27
"450","30185",2017-11-02,"Thu",1,1,0,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"451","30122",2017-11-02,"Thu",2,4,-2,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"452","30014",2017-11-02,"Thu",6,8,-2,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"453","30192",2017-11-02,"Thu",1,8,-7,"Cooke Hall",44.976303,-93.230029,15
"454","30001",2017-11-02,"Thu",2,2,0,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"455","30062",2017-11-02,"Thu",1,2,-1,"Minneapolis Farmers Market",44.98052,-93.28542,15
"456","30097",2017-11-02,"Thu",1,0,1,"Pleasant Ave S &  Lake Street",44.948556,-93.283163,15
"457","30189",2017-11-02,"Thu",6,1,5,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"458","30193",2017-11-02,"Thu",2,4,-2,"Mariucci Arena",44.977899,-93.226629,25
"459","30117",2017-11-02,"Thu",3,3,0,"10th Street E & Cedar Street",44.950189,-93.09759,15
"460","30144",2017-11-02,"Thu",1,0,1,"N 4th Ave & W River Parkway",44.988461,-93.269087,15
"461","30177",2017-11-02,"Thu",1,1,0,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"462","30137",2017-11-02,"Thu",1,0,1,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"463","NRHQ",2017-11-02,"Thu",2,1,1,"Nice Ride World Headquarters",44.953566,-93.220066,7
"464","30005",2017-11-02,"Thu",1,1,0,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"465","30095",2017-11-02,"Thu",1,0,1,"West 36th Street & Bryant Ave S",44.93775,-93.2912,15
"466","30003",2017-11-02,"Thu",1,1,0,"Plymouth Ave N &  N Oliver Ave",44.991412,-93.306269,15
"467","30116",2017-11-02,"Thu",1,1,0,"Minnesota History Center",44.949053,-93.10673,15
"468","30044",2017-11-02,"Thu",1,0,1,"26th Street & Hennepin",44.9554734,-93.29714298,15
"469","30126",2017-11-02,"Thu",1,0,1,"5th Street E & Minnesota Street N",44.94683,-93.09231,19
"470","30094",2017-11-02,"Thu",1,2,-1,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"471","30069",2017-11-02,"Thu",1,0,1,"Farview Park",45.005994,-93.287559,15
"472","30059",2017-11-02,"Thu",1,1,0,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"473","30012",2017-11-02,"Thu",2,2,0,"Mpls Convention Center",44.970041,-93.275861,19
"474","30037",2017-11-02,"Thu",1,2,-1,"Currie Park",44.969225,-93.251136,15
"475","30028",2017-11-02,"Thu",2,5,-3,"Washington & Marquette",44.98087361,-93.26692522,19
"476","30170",2017-11-02,"Thu",1,2,-1,"Nicollet Island",44.985388,-93.26145,15
"477","30085",2017-11-02,"Thu",1,1,0,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"478","30182",2017-11-01,"Wed",5,4,1,"Sanford Hall",44.980831,-93.240282,23
"479","30046",2017-11-01,"Wed",9,2,7,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"480","30115",2017-11-01,"Wed",26,28,-2,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"481","30013",2017-11-01,"Wed",6,8,-2,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"482","30196",2017-11-01,"Wed",4,8,-4,"Civil Engineering",44.976096,-93.231958,23
"483","30194",2017-11-01,"Wed",5,7,-2,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"484","30197",2017-11-01,"Wed",11,8,3,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"485","30090",2017-11-01,"Wed",5,8,-3,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"486","30156",2017-11-01,"Wed",1,0,1,"Lake Nokomis",44.915957,-93.242761,23
"487","30184",2017-11-01,"Wed",6,6,0,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"488","30027",2017-11-01,"Wed",7,4,3,"4th Street S & 19th Ave",44.97003,-93.24519,19
"489","30186",2017-11-01,"Wed",6,9,-3,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"490","30048",2017-11-01,"Wed",3,3,0,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"491","30110",2017-11-01,"Wed",7,5,2,"15th Ave SE & Como Ave SE",44.987517,-93.230469,19
"492","30042",2017-11-01,"Wed",4,9,-5,"IDS Center",44.975641,-93.272185,23
"493","30057",2017-11-01,"Wed",12,13,-1,"McNamara Center",44.9743,-93.22854,19
"494","30031",2017-11-01,"Wed",6,6,0,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"495","30103",2017-11-01,"Wed",2,2,0,"Hague Ave & Dale Street",44.945736,-93.12661,15
"496","30160",2017-11-01,"Wed",3,0,3,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"497","30099",2017-11-01,"Wed",2,1,1,"Kowalski's Market",44.94010259,-93.15315127,15
"498","30195",2017-11-01,"Wed",30,32,-2,"Willey Hall",44.972404,-93.242891,23
"499","30063",2017-11-01,"Wed",1,1,0,"Elliot Park",44.970553,-93.26079,15
"500","30192",2017-11-01,"Wed",3,5,-2,"Cooke Hall",44.976303,-93.230029,15
"501","30024",2017-11-01,"Wed",17,16,1,"Coffman Union",44.973378,-93.234762,35
"502","30025",2017-11-01,"Wed",10,16,-6,"Williamson Hall",44.977406,-93.234911,25
"503","30015",2017-11-01,"Wed",6,5,1,"Washington & Cedar",44.97344,-93.24748,20
"504","30047",2017-11-01,"Wed",4,4,0,"University & Bank Street SE",44.98717,-93.25576,19
"505","30093",2017-11-01,"Wed",3,2,1,"West 15th Street & Willow",44.968237,-93.281991,23
"506","30019",2017-11-01,"Wed",20,21,-1,"Social Sciences",44.97063898,-93.24355245,27
"507","30014",2017-11-01,"Wed",6,3,3,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"508","30058",2017-11-01,"Wed",4,7,-3,"Elliot Hall",44.97685,-93.23818,15
"509","30028",2017-11-01,"Wed",3,5,-2,"Washington & Marquette",44.98087361,-93.26692522,19
"510","30202",2017-11-01,"Wed",8,5,3,"Mill City Quarter",44.9805,-93.2618,23
"511","30034",2017-11-01,"Wed",9,8,1,"Oak Street Ramp",44.97202,-93.22697,23
"512","30189",2017-11-01,"Wed",8,5,3,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"513","30039",2017-11-01,"Wed",4,5,-1,"10th Street & Nicollet Mall",44.973839,-93.274544,19
